Geo Point;Geo Shape;codeunique;nom_long;label;id_ref_lda;nom_lda;id_ref_zdl;nom_zdl;idrefliga;idrefligc;res_com;mode;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;exploitant;principal;idf;x;y
48.68969201295396, 2.3834027864558514;"{""coordinates"": [2.383402786455851, 48.68969201295396], ""type"": ""Point""}";151.0;Juvisy;Juvisy;478505.0;Juvisy;45739.0;Juvisy;A01840 / A01842;C01728;RER D;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;1.0;1.0;654613.501699999;6843459.526900001
49.135474143729056, 3.0756265643189287;"{""coordinates"": [3.075626564318929, 49.135474143729056], ""type"": ""Point""}";516.0;Mareuil-sur-Ourcq;Mareuil-sur-Ourcq;411376.0;Mareuil-sur-Ourcq;411375.0;Mareuil-sur-Ourcq;A01844;C01730;TRAIN P;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;0.0;705519.299999997;6892856.3682
48.87520826454632, 2.6375907212580163;"{""coordinates"": [2.637590721258016, 48.87520826454632], ""type"": ""Point""}";2.0;Vaires-Torcy;Vaires-Torcy;68419.0;Vaires - Torcy;43211.0;Vaires - Torcy;A01844;C01730;TRAIN P;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;673418.2648999989;6863970.452799998
48.88218913668722, 2.706014181118421;"{""coordinates"": [2.706014181118421, 48.88218913668722], ""type"": ""Point""}";3.0;Lagny-Thorigny;Lagny-Thorigny;68494.0;Lagny - Thorigny;427872.0;Lagny - Thorigny;A01844;C01730;TRAIN P;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;678439.8038000017;6864725.841600001
48.79565481959573, 2.650387669808481;"{""coordinates"": [2.650387669808481, 48.79565481959573], ""type"": ""Point""}";10.0;Roissy-en-Brie;Roissy-en-Brie;67839.0;Roissy-en-Brie;46568.0;Roissy-en-Brie;A01843;C01729;RER E;RER;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;674317.7148000002;6855120.528499998
48.97402657956042, 3.2193028128261076;"{""coordinates"": [3.219302812826108, 48.97402657956042], ""type"": ""Point""}";21.0;Nanteuil-Saâcy;Nanteuil-Saâcy;69072.0;Nanteuil - Saâcy;47482.0;Nanteuil - Saâcy;A01844;C01730;TRAIN P;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;1.0;1.0;716054.7815999985;6874920.533399999
48.81077531996061, 2.953730384464443;"{""coordinates"": [2.953730384464443, 48.81077531996061], ""type"": ""Point""}";28.0;Guérard - La Celle-sur-Morin;Guérard - La Celle-sur-Morin;67924.0;Guérard - La Celle-sur-Morin;47205.0;Guérard - La Celle-sur-Morin;A01844;C01730;TRAIN P;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;696602.0395999998;6856745.912999999
48.80865396401216, 2.9931098934191773;"{""coordinates"": [2.993109893419177, 48.80865396401216], ""type"": ""Point""}";29.0;Faremoutiers - Pommeuse;Faremoutiers - Pommeuse;67917.0;Faremoutiers - Pommeuse;47199.0;Faremoutiers - Pommeuse;A01844;C01730;TRAIN P;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;699493.9818999991;6856509.065200001
48.3745250124542, 2.059912347637065;"{""coordinates"": [2.059912347637065, 48.3745250124542], ""type"": ""Point""}";192.0;Guillerval;Guillerval;59450.0;Guillerval;43134.0;Guillerval;A02179;C01857;TER;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;630385.8394000009;6808661.331599999
48.535806508322246, 2.0693815248874716;"{""coordinates"": [2.069381524887472, 48.535806508322246], ""type"": ""Point""}";201.0;Sermaise;Sermaise;59842.0;Sermaise;47950.0;Sermaise;A01840;C01727;RER C;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;631298.2893000022;6826579.459800001
48.53373283306706, 2.008771815227847;"{""coordinates"": [2.008771815227847, 48.53373283306706], ""type"": ""Point""}";202.0;Dourdan;Dourdan;59836.0;Dourdan;43121.0;Dourdan;A01840;C01727;RER C;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;626821.1897;6826403.409600001
48.59281218941942, 2.461550180897488;"{""coordinates"": [2.461550180897488, 48.59281218941942], ""type"": ""Point""}";207.0;Villabé;Villabé;60124.0;Villabé;47904.0;Villabé;A01842;C01728;RER D;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;660292.2364000008;6832647.1609000005
48.693096589396255, 1.856592065306803;"{""coordinates"": [1.856592065306803, 48.693096589396255], ""type"": ""Point""}";100.0;Le Perray;Le Perray;62804.0;Le Perray;43235.0;Le Perray;A01847;C01736;TRAIN N;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;615843.5759000033;6844270.157499999
48.82942901532227, 1.6690101627046081;"{""coordinates"": [1.669010162704608, 48.82942901532227], ""type"": ""Point""}";106.0;Tacoignières-Richebourg;Tacoignières-Richebourg;64194.0;Tacoignières - Richebourg;47959.0;Tacoignières - Richebourg;A01847;C01736;TRAIN N;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;602293.9952000007;6859642.532400001
48.98107191005565, 2.0059308916852983;"{""coordinates"": [2.005930891685298, 48.98107191005565], ""type"": ""Point""}";123.0;Triel-sur-Seine;Triel-sur-Seine;463843.0;Triel-sur-Seine;46926.0;Triel-sur-Seine;A01852;C01739;TRAIN J;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;627237.6028999984;6876139.745499998
48.96358968396073, 2.2859307195745986;"{""coordinates"": [2.285930719574599, 48.96358968396073], ""type"": ""Point""}";224.0;Saint-Gratien;Saint-Gratien;65305.0;Saint-Gratien;43201.0;Saint-Gratien;A01840;C01727;RER C;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;647714.3660999984;6873974.0035
49.05510175866084, 2.122735906920734;"{""coordinates"": [2.122735906920734, 49.05510175866084], ""type"": ""Point""}";232.0;Épluches;Épluches;66915.0;Epluches;47596.0;Gare Épluches;A01849;C01737;TRAIN H;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;635878.4136999995;6884270.9091
48.97274911794744, 2.307137033449419;"{""coordinates"": [2.307137033449419, 48.97274911794744], ""type"": ""Point""}";243.0;Enghien-les-Bains;Enghien-les-Bains;65485.0;Enghien-les-Bains;43075.0;Enghien-les-Bains;A01849;C01737;TRAIN H;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;649276.0335000008;6874978.718600001
48.771634312791626, 2.1469727415128563;"{""coordinates"": [2.146972741512856, 48.771634312791626], ""type"": ""Point""}";76.0;Petit-Jouy-les-Loges;Petit-Jouy-les-Loges;63594.0;Petit Jouy Les Loges;57674.0;Petit Jouy Les Loges;A01840;C01727;RER C;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;637309.3571000025;6852731.511
48.77480280978049, 2.006566871761875;"{""coordinates"": [2.006566871761875, 48.77480280978049], ""type"": ""Point""}";81.0;Trappes;Trappes;463850.0;Trappes;43209.0;Trappes;A01847 / A01855;C01736 / C01741;TRAIN N / TRAIN U;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;626995.5930000022;6853204.4241
48.807246611169774, 2.0405192033421464;"{""coordinates"": [2.040519203342146, 48.807246611169774], ""type"": ""Point""}";85.0;Fontenay-le-Fleury;Fontenay-le-Fleury;63999.0;Fontenay-le-Fleury;47884.0;Fontenay-le-Fleury;A01847;C01736;TRAIN N;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;629534.3550999984;6856780.682100002
48.93871923454317, 1.8405170324880136;"{""coordinates"": [1.840517032488014, 48.93871923454317], ""type"": ""Point""}";94.0;Nézel-Aulnay;Nézel-Aulnay;64945.0;Nézel - Aulnay;47944.0;Nézel - Aulnay;A01847;C01736;TRAIN N;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;615061.5357000008;6871595.5075
48.56194784910334, 3.0120121424808306;"{""coordinates"": [3.012012142480831, 48.56194784910334], ""type"": ""Point""}";40.0;Nangis;Nangis;62168.0;Nangis;47158.0;Nangis;A01844;C01730;TRAIN P;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;700886.3593999967;6829080.7027
48.55542610364088, 3.301796476078171;"{""coordinates"": [3.301796476078171, 48.55542610364088], ""type"": ""Point""}";42.0;Provins;Provins;62139.0;Provins;47181.0;Provins;A01844;C01730;TRAIN P;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;0;0;0;0;0;SNCF;1.0;1.0;722271.8619000018;6828398.195900001
48.5387752583922, 2.6255221509832363;"{""coordinates"": [2.625522150983236, 48.5387752583922], ""type"": ""Point""}";52.0;Le Mée;Le Mée;62003.0;Le Mée;45784.0;Le Mée;A01842;C01728;RER D;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;672355.6837000027;6826570.182399999
48.487076394323054, 2.6950373138144688;"{""coordinates"": [2.695037313814469, 48.487076394323054], ""type"": ""Point""}";54.0;Chartrettes;Chartrettes;61763.0;Chartrettes;43107.0;Chartrettes;A01845;C01731;TRAIN R;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;677465.1362000033;6820801.162599999
48.37864211888709, 2.8963817811676997;"{""coordinates"": [2.8963817811677, 48.37864211888709], ""type"": ""Point""}";64.0;La Grande Paroisse;La Grande Paroisse;61412.0;La Grande-Paroisse;43144.0;La Grande-Paroisse;A01845;C01731;TRAIN R;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;692327.4184999987;6808709.585700002
48.96334411183752, 1.8090945087737835;"{""coordinates"": [1.809094508773784, 48.96334411183752], ""type"": ""Point""}";130.0;Épône - Mézières;Épône - Mézières;65326.0;Épône - Mézières;47882.0;Épône - Mézières;A01852 / A01847;C01739 / C01736;TRAIN J / TRAIN N;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;612801.1350999996;6874367.855
48.861214527682314, 2.1231910959560354;"{""coordinates"": [2.123191095956035, 48.861214527682314], ""type"": ""Point""}";144.0;Louveciennes;Louveciennes;64341.0;Louveciennes;473506.0;Louveciennes;A02176;C01740;TRAIN L;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;635672.2687999979;6862710.557500001
48.84271995522279, 2.138125057385087;"{""coordinates"": [2.138125057385087, 48.84271995522279], ""type"": ""Point""}";146.0;La Celle-Saint-Cloud;La Celle-Saint-Cloud;64251.0;La Celle-Saint-Cloud;47880.0;La Celle-Saint-Cloud;A02176;C01740;TRAIN L;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;636745.4197999984;6860642.121800002
48.71262898474273, 2.403633102210895;"{""coordinates"": [2.403633102210895, 48.71262898474273], ""type"": ""Point""}";150.0;Athis-Mons;Athis-Mons;63134.0;Athis-Mons;46395.0;Athis-Mons;A01840;C01727;RER C;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;656121.8461000025;6845998.146499999
48.63635136706667, 2.4077962834494593;"{""coordinates"": [2.407796283449459, 48.63635136706667], ""type"": ""Point""}";166.0;Orangis-Bois de l'Epine;Orangis-Bois de l'Epine;60542.0;Orangis Bois de l'Épine;48489.0;Orangis Bois de l'Épine;A01842;C01728;RER D;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;656364.5491999984;6837515.7346
48.52040359014002, 2.254739701073405;"{""coordinates"": [2.254739701073405, 48.52040359014002], ""type"": ""Point""}";187.0;Lardy;Lardy;59761.0;Lardy;43149.0;Lardy;A01840;C01727;RER C;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;644965.5009000003;6824722.074099999
48.80537766215743, 2.48634975285474;"{""coordinates"": [2.48634975285474, 48.80537766215743], ""type"": ""Point""}";346.0;Le Parc de Saint-Maur;Le Parc de Saint-Maur;70359.0;Le Parc de Saint-Maur;43234.0;Le Parc de Saint-Maur;A01856;C01742;RER A;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;662274.7756000012;6856267.452399999
48.854353096309254, 2.489137306418753;"{""coordinates"": [2.489137306418753, 48.854353096309254], ""type"": ""Point""}";355.0;Val de Fontenay;Val de Fontenay;71718.0;Val de Fontenay;47900.0;Val de Fontenay;A01856 / A01843;C01742 / C01729;RER A / RER E;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP/SNCF;1.0;1.0;662514.7373000011;6861711.704
48.869912417371864, 2.4857611419838945;"{""coordinates"": [2.485761141983895, 48.869912417371864], ""type"": ""Point""}";358.0;Rosny-sous-Bois;Rosny-sous-Bois;71935.0;Rosny-sous-Bois;47877.0;Rosny-sous-Bois;A01843;C01729;RER E;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;662278.2773000002;6863443.402899999
48.85607083662427, 2.2166014426812333;"{""coordinates"": [2.216601442681233, 48.85607083662427], ""type"": ""Point""}";377.0;Le Val d'Or;Le Val d'Or;422067.0;Le Val d'Or;422065.0;Le Val d'Or;A02176;C01740;TRAIN L;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;642519.4751000032;6862066.587299999
48.90963293310456, 2.2396841171144803;"{""coordinates"": [2.23968411711448, 48.90963293310456], ""type"": ""Point""}";391.0;La Garenne-Colombes;La Garenne-Colombes;72148.0;La Garenne-Colombes;47412.0;La Garenne-Colombes;A02176;C01740;TRAIN L;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;644270.4218000025;6868005.7355
48.91424647337489, 2.271598750389754;"{""coordinates"": [2.271598750389754, 48.91424647337489], ""type"": ""Point""}";395.0;Bois-Colombes;Bois-Colombes;72179.0;Bois-Colombes;51238.0;Bois-Colombes;A01852;C01739;TRAIN J;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;646614.3628999963;6868496.690400001
48.89763744699634, 2.2974199481466626;"{""coordinates"": [2.297419948146663, 48.89763744699634], ""type"": ""Point""}";399.0;Clichy-Levallois;Clichy-Levallois;72073.0;Clichy - Levallois;43112.0;Clichy - Levallois;A02176;C01740;TRAIN L;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;648490.3539000005;6866632.691799998
48.93270621779124, 2.4547663854954145;"{""coordinates"": [2.454766385495414, 48.93270621779124], ""type"": ""Point""}";403.0;Drancy;Drancy;72652.0;Drancy;43122.0;Drancy;A01857;C01743;RER B;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;660052.922799997;6870441.130600002
49.091882997153576, 3.062690405620139;"{""coordinates"": [3.062690405620139, 49.091882997153576], ""type"": ""Point""}";434.0;Crouy-sur-Ourcq;Crouy-sur-Ourcq;69435.0;Crouy-sur-Ourcq;47491.0;Crouy-sur-Ourcq;A01844;C01730;TRAIN P;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;1.0;1.0;704579.0560000017;6888007.2513
48.917567172067, 2.3503895379346686;"{""coordinates"": [2.350389537934669, 48.917567172067], ""type"": ""Point""}";451.0;Stade de France-Saint-Denis;Stade de France-Saint-Denis;72206.0;Stade de France Saint-Denis;43204.0;Stade de France Saint-Denis;A01842;C01728;RER D;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;652391.9593999982;6868815.554400001
49.13828637435187, 2.490178985421195;"{""coordinates"": [2.490178985421195, 49.13828637435187], ""type"": ""Point""}";456.0;Orry-la-Ville-Coye-la-Forêt;Orry-la-Ville-Coye-la-Forêt;411422.0;Orry-la-Ville - Coye;411421.0;Orry-la-Ville - Coye;A01842;C01728;RER D;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;1.0;0.0;662795.0402999967;6893286.621300001
49.09958693737439, 2.5255317140002806;"{""coordinates"": [2.525531714000281, 49.09958693737439], ""type"": ""Point""}";260.0;Survilliers-Fosses;Survilliers-Fosses;69450.0;Survilliers - Fosses;47958.0;Survilliers - Fosses;A01842;C01728;RER D;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;665349.0637999997;6888966.370900001
48.9960068268759, 2.3686845628291104;"{""coordinates"": [2.36868456282911, 48.9960068268759], ""type"": ""Point""}";261.0;Sarcelles-Saint-Brice;Sarcelles-Saint-Brice;66079.0;Sarcelles - Saint-Brice;43190.0;Sarcelles - Saint-Brice;A01849;C01737;TRAIN H;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;653802.4589999989;6877527.3006
49.11713213055647, 2.420107034171445;"{""coordinates"": [2.420107034171445, 49.11713213055647], ""type"": ""Point""}";267.0;Luzarches;Luzarches;67177.0;Luzarches;47528.0;Luzarches;A01849;C01737;TRAIN H;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;0;0;0;0;0;SNCF;1.0;1.0;657664.2410999984;6890969.121300001
49.09965012079991, 1.9705357236909533;"{""coordinates"": [1.970535723690953, 49.09965012079991], ""type"": ""Point""}";282.0;Us;Us;67131.0;Us;47922.0;Us;A01852;C01739;TRAIN J;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;624818.8706;6889359.382599998
48.814239444589084, 2.274489673539625;"{""coordinates"": [2.274489673539625, 48.814239444589084], ""type"": ""Point""}";287.0;Clamart;Clamart;70505.0;Clamart;43111.0;Clamart;A01847;C01736;TRAIN N;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;646724.064199999;6857374.848099999
48.74794190094241, 2.312711009435736;"{""coordinates"": [2.312711009435736, 48.74794190094241], ""type"": ""Point""}";303.0;Chemin d'Antony;Chemin d'Antony;69682.0;Chemin d'Antony;46035.0;Chemin d'Antony;A01840;C01727;RER C;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;649466.5138999969;6849978.556600001
48.7933362953307, 2.322201636392532;"{""coordinates"": [2.322201636392532, 48.7933362953307], ""type"": ""Point""}";310.0;Bagneux;Bagneux;70210.0;Bagneux;44493.0;Bagneux;A01857;C01743;RER B;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;650207.6268000007;6855019.5845
48.80749262304327, 2.240883066638804;"{""coordinates"": [2.240883066638804, 48.80749262304327], ""type"": ""Point""}";319.0;Meudon-Val-Fleury;Meudon-Val-Fleury;70412.0;Meudon Val Fleury;43163.0;Meudon Val Fleury;A01840;C01727;RER C;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;644249.1142000034;6856647.8999999985
49.213790802618604, 2.417033174921132;"{""coordinates"": [2.417033174921132, 49.213790802618604], ""type"": ""Point""}";503.0;Saint-Leu d’Esserent;Saint-Leu d’Esserent;411330.0;Saint-Leu-d'Esserent;411329.0;Saint-Leu-d'Esserent;A01849;C01737;TRAIN H;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;0.0;657519.2075000033;6901721.597600002
48.874144082983605, 2.583331155321318;"{""coordinates"": [2.583331155321318, 48.874144082983605], ""type"": ""Point""}";1.0;Chelles - Gournay;Chelles - Gournay;68407.0;Chelles - Gournay;58879.0;Chelles - Gournay;A01844 / A01843;C01730 / C01729;TRAIN P / RER E;TRAIN / RER;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1;0;1;0;0;0;0;SNCF;1.0;1.0;669437.8834000006;6863871.754000001
48.92037937390294, 2.185353376288785;"{""coordinates"": [2.185353376288785, 48.92037937390294], ""type"": ""Point""}";141.0;Houilles-Carrières-sur-Seine;Houilles-Carrières-sur-Seine;64741.0;Houilles - Carrières-sur-Seine;43082.0;Carrières-sur-Seine;A01852 / A02176 / A01856;C01739 / C01740 / C01742;TRAIN J / TRAIN L / RER A;TRAIN / RER;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;640300.5562999994;6869240.4012
48.93773606248435, 2.157086495104963;"{""coordinates"": [2.157086495104963, 48.93773606248435], ""type"": ""Point""}";140.0;Sartrouville;Sartrouville;64918.0;Sartrouville;43191.0;Sartrouville;A02176 / A01856;C01740 / C01742;TRAIN L / RER A;TRAIN / RER;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;638249.7656000033;6871192.137899999
48.84350923852739, 2.6166786246946026;"{""coordinates"": [2.616678624694603, 48.84350923852739], ""type"": ""Point""}";5.0;Noisiel;Noisiel;68153.0;Noisiel;44199.0;Noisiel;A01856;C01742;RER A;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;671867.3202999979;6860452.954799999
49.015319150956344, 2.242838660564836;"{""coordinates"": [2.242838660564836, 49.015319150956344], ""type"": ""Point""}";236.0;Saint-Leu-la-Foret;Saint-Leu-la-Foret;66452.0;Saint-Leu-la-Forêt;48964.0;Saint-Leu-la-Forêt;A01849;C01737;TRAIN H;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;644614.3317999989;6879755.897100002
48.80021557721502, 2.1290438673702554;"{""coordinates"": [2.129043867370255, 48.80021557721502], ""type"": ""Point""}";75.0;Versailles Château;Versailles Château;73721.0;Versailles Château Rive Gauche;43220.0;Versailles Château Rive Gauche;A01840;C01727;RER C;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0;1;0;0;0;0;SNCF;0.0;1.0;636026.8334000036;6855923.595899999
48.267758105420704, 2.685647092656553;"{""coordinates"": [2.685647092656553, 48.267758105420704], ""type"": ""Point""}";69.0;Nemours-Saint-Pierre;Nemours-Saint-Pierre;61218.0;Nemours - Saint-Pierre;43245.0;Nemours - Saint-Pierre;A01845;C01731;TRAIN R;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;676674.2128000036;6796426.5975
48.76956333276678, 2.309905064564246;"{""coordinates"": [2.309905064564246, 48.76956333276678], ""type"": ""Point""}";299.0;Parc de Sceaux;Parc de Sceaux;69906.0;Parc de Sceaux;43177.0;Parc de Sceaux;A01857;C01743;RER B;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;649281.2192000002;6852384.251400001
48.147218038991134, 2.762728387199195;"{""coordinates"": [2.762728387199195, 48.147218038991134], ""type"": ""Point""}";498.0;Dordives;Dordives;74077.0;Dordives;58955.0;Dordives;A01845;C01731;TRAIN R;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;0.0;682353.5666999966;6783010.163699999
48.833073169708406, 2.333203670349575;"{""coordinates"": [2.333203670349575, 48.833073169708406], ""type"": ""Point""}";297.0;Denfert-Rochereau;Denfert-Rochereau;71056.0;Denfert Rochereau;473890.0;Denfert-Rochereau;A01857 / A01537 / A01539;C01743 / C01374 / C01376;RER B / METRO 4 / METRO 6;RER / METRO;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;651053.1484000012;6859430.9166
48.88604139899566, 2.2992791023806434;"{""coordinates"": [2.299279102380643, 48.88604139899566], ""type"": ""Point""}";330.0;Pereire-Levallois;Pereire-Levallois;71453.0;Péreire;44314.0;Péreire Levallois;A01840 / A01536;C01727 / C01373;RER C / METRO 3;RER / METRO;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP/SNCF;0.0;1.0;648615.2114999965;6865342.067499999
48.754946524602104, 2.3009868543747496;"{""coordinates"": [2.30098685437475, 48.754946524602104], ""type"": ""Point""}";301.0;Antony;Antony;69759.0;Antony;43066.0;Antony;A01857 / A01551;C01743 / C01388;RER B / ORLYVAL;RER / VAL;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0;0;0;0;0;1;1;RATP;1.0;1.0;648611.4024000019;6850764.8999999985
48.37853491414611, 2.7988830795737276;"{""coordinates"": [2.798883079573728, 48.37853491414611], ""type"": ""Point""}";61.0;Moret-Veneux-les-Sablons;Moret-Veneux-les-Sablons;61410.0;Moret - Veneux-les-Sablons;47130.0;Moret - Veneux-les-Sablons;A01845;C01731;TRAIN R;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;685107.9482000023;6808711.6006000005
48.89085679449596, 2.8264054986708675;"{""coordinates"": [2.826405498670868, 48.89085679449596], ""type"": ""Point""}";22.0;Montry-Condé;Montry-Condé;68582.0;Montry - Condé;47325.0;Montry - Condé;A01844;C01730;TRAIN P;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;687271.1063999981;6865663.5243999995
48.53150198556537, 2.3705184977367075;"{""coordinates"": [2.370518497736708, 48.53150198556537], ""type"": ""Point""}";212.0;Ballancourt;Ballancourt;59825.0;Ballancourt;43087.0;Ballancourt;A01842;C01728;RER D;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;653524.9403999969;6825881.3486
