Geo Point;Geo Shape;codeunique;nom_long;label;id_ref_lda;nom_lda;id_ref_zdl;nom_zdl;idrefliga;idrefligc;res_com;mode;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;exploitant;principal;idf;x;y
48.848237109489354, 2.3958235888261257;"{""coordinates"": [2.395823588826126, 48.848237109489354], ""type"": ""Point""}";339.0;Nation;Nation;71673.0;Nation;473875.0;Nation;A01856 / A01534 / A01535 / A01539 / A01542;C01742 / C01371 / C01372 / C01376 / C01379;RER A / METRO 1 / METRO 2 / METRO 6 / METRO 9;RER / METRO;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;0;1;0;0;0;RATP;0.0;1.0;655662.6330000013;6861080.003699999
48.9332654052079, 2.041072289675926;"{""coordinates"": [2.041072289675926, 48.9332654052079], ""type"": ""Point""}";136.0;Poissy;Poissy;64883.0;Poissy;47874.0;Poissy;A01852 / A01856;C01739 / C01742;TRAIN J / RER A;TRAIN / RER;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1;0;1;0;0;0;0;SNCF;1.0;1.0;629745.1415999979;6870791.992600001
48.980646099505464, 2.272084772747632;"{""coordinates"": [2.272084772747632, 48.980646099505464], ""type"": ""Point""}";223.0;Ermont - Eaubonne;Ermont - Eaubonne;65669.0;Ermont - Eaubonne;47898.0;Ermont - Eaubonne;A01849 / A01852 / A01840;C01737 / C01739 / C01727;TRAIN H / TRAIN J / RER C;TRAIN / RER;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1;1;0;0;0;0;0;SNCF;1.0;1.0;646718.0508999974;6875879.969700001
49.046645761720754, 2.0951950672259683;"{""coordinates"": [2.095195067225968, 49.046645761720754], ""type"": ""Point""}";249.0;Pontoise;Pontoise;66816.0;Pontoise;44411.0;Pontoise;A01849 / A01852 / A01840;C01737 / C01739 / C01727;TRAIN H / TRAIN J / RER C;TRAIN / RER;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1;1;1;0;0;0;0;SNCF;1.0;1.0;633854.690700002;6883353.251600001
48.97674784736644, 2.39059365127582;"{""coordinates"": [2.39059365127582, 48.97674784736644], ""type"": ""Point""}";255.0;Garges - Sarcelles;Garges - Sarcelles;65582.0;Garges - Sarcelles;43251.0;Garges - Sarcelles;A01842 / A01760;C01728 / C01684;RER D / TRAM 5;RER / TRAMWAY;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0;0;0;0;1;0;0;SNCF;0.0;1.0;655389.1308000013;6875373.010200001
48.95314838757933, 2.60313531057317;"{""coordinates"": [2.60313531057317, 48.95314838757933], ""type"": ""Point""}";8.0;Villeparisis-Mitry-le-Neuf;Villeparisis-Mitry-le-Neuf;68916.0;Villeparisis - Mitry-le-Neuf;46725.0;Villeparisis - Mitry-le-Neuf;A01857;C01743;RER B;TRAIN / RER;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;670934.6347000003;6872649.501400001
48.527243320538695, 2.654990282141887;"{""coordinates"": [2.654990282141887, 48.527243320538695], ""type"": ""Point""}";49.0;Melun;Melun;61926.0;Melun;47909.0;Melun;A01845 / A01842;C01728;RER D;TRAIN / RER;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1;1;1;0;0;0;0;SNCF;1.0;1.0;674525.4340000004;6825278.3423000015
48.53562062166312, 1.9959019903628326;"{""coordinates"": [1.995901990362833, 48.53562062166312], ""type"": ""Point""}";219.0;Dourdan-la-Forêt;Dourdan-la-Forêt;59843.0;Dourdan la Forêt;47095.0;Dourdan la Forêt;A01840;C01727;RER C;TRAIN / RER;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1;0;1;0;0;0;0;SNCF;1.0;1.0;625873.7761999965;6826625.252500001
48.96375542598065, 2.372103134338227;"{""coordinates"": [2.372103134338227, 48.96375542598065], ""type"": ""Point""}";415.0;Pierrefitte Stains;Pierrefitte Stains;72787.0;Pierrefitte - Stains;43179.0;Pierrefitte - Stains;A01842 / A02225;C01728 / C01999;RER D / TRAM 11;RER / TRAMWAY;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;654024.0935000032;6873938.817499999
48.86355614431155, 2.8825913199345155;"{""coordinates"": [2.882591319934515, 48.86355614431155], ""type"": ""Point""}";24.0;Villiers-Montbarbin;Villiers-Montbarbin;68311.0;Villiers Montbarbin;58581.0;Villiers Montbarbin;A01844;C01730;TRAIN P;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;691386.439000003;6862620.183499999
48.55092668385898, 2.1249373807529346;"{""coordinates"": [2.124937380752935, 48.55092668385898], ""type"": ""Point""}";200.0;Saint-Chéron;Saint-Chéron;59882.0;Saint-Chéron;47952.0;Saint-Chéron;A01840;C01727;RER C;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;635418.0822999999;6828213.302700002
48.62333224011968, 2.451409088809367;"{""coordinates"": [2.451409088809367, 48.62333224011968], ""type"": ""Point""}";204.0;Le Bras-de-Fer;Le Bras-de-Fer;60422.0;Le Bras de Fer;45850.0;Le Bras de Fer;A01842;C01728;RER D;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;659567.9698999971;6836045.177900001
48.95065109216966, 2.232534008705971;"{""coordinates"": [2.232534008705971, 48.95065109216966], ""type"": ""Point""}";220.0;Val d'Argenteuil;Val d'Argenteuil;65110.0;Val d'Argenteuil;43212.0;Val d'Argenteuil;A01852;C01739;TRAIN J;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;643790.682599999;6872571.910999998
48.867366224900216, 2.0512820494280524;"{""coordinates"": [2.051282049428052, 48.867366224900216], ""type"": ""Point""}";84.0;Saint-Nom-la-Bretèche - Forêt-De-Marly;Saint-Nom-la-Bretèche - Forêt-De-Marly;64382.0;Saint-Nom-la-Bretèche Forêt de Marly;47954.0;Saint-Nom-la-Bretèche Forêt de Marly;A02176 / A02373;C01740 / C02344;TRAIN L / TRAM 13;TRAIN / TRAMWAY;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1;1;0;0;0;0;0;SNCF/Transkeo;1.0;1.0;630367.9219999984;6863503.339899998
48.74085329923668, 2.2308399305579862;"{""coordinates"": [2.230839930557986, 48.74085329923668], ""type"": ""Point""}";170.0;Igny;Igny;63352.0;Igny;43083.0;Igny;A01840;C01727;RER C;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;643439.3790000007;6849245.970400002
48.93190349408248, 2.260965473528721;"{""coordinates"": [2.260965473528721, 48.93190349408248], ""type"": ""Point""}";397.0;Le Stade;Le Stade;72287.0;Le Stade;43236.0;Le Stade;A01852;C01739;TRAIN J;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;645853.4331;6870467.3374999985
48.8603514331054, 2.32675977444181;"{""coordinates"": [2.32675977444181, 48.8603514331054], ""type"": ""Point""}";311.0;Musée d'Orsay;Musée d'Orsay;71269.0;Musée d'Orsay;45705.0;Musée d'Orsay;A01840;C01727;RER C;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;650606.0;6862468.0
48.84413934893932, 2.3732599780731847;"{""coordinates"": [2.373259978073185, 48.84413934893932], ""type"": ""Point""}";338.0;Gare de Lyon;Gare de Lyon;73626.0;Gare de Lyon;470195.0;Gare de Lyon;A01845 / A01856 / A01842 / A01534 / A01547;C01731 / C01742 / C01728 / C01371 / C01384;TRAIN R / RER A / RER D / METRO 1 / METRO 14;TRAIN / RER / METRO;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1;1;0;0;0;0;0;RATP/SNCF;1.0;1.0;654003.2245000005;6860637.277800001
48.86288480363415, 2.3125135549259594;"{""coordinates"": [2.312513554925959, 48.86288480363415], ""type"": ""Point""}";312.0;Invalides;Invalides;71274.0;Invalides;470540.0;Invalides;A01840 / A01541 / A01546;C01727 / C01378 / C01383;RER C / METRO 8 / METRO 13;RER / METRO;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP/SNCF;0.0;1.0;649563.2682000026;6862758.694600001
48.820267611351625, 2.338975179578197;"{""coordinates"": [2.338975179578197, 48.820267611351625], ""type"": ""Point""}";306.0;Cité Universitaire;Cité Universitaire;70623.0;Cité universitaire;473843.0;Cité Universitaire;A01857 / A01193;C01743 / C01391;RER B / TRAM 3a;RER / TRAMWAY;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;651464.8822000027;6858003.5282999985
48.82888069985658, 2.37769700026936;"{""coordinates"": [2.37769700026936, 48.82888069985658], ""type"": ""Point""}";383.0;Bibliothèque François Mitterrand;Bibliothèque François Mitterrand;71572.0;Bibliothèque François Mitterrand Emile Durkheim;45301.0;Bibliothèque François Mitterrand;A01840 / A01547;C01727 / C01384;RER C / METRO 14;RER / METRO;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP/SNCF;0.0;1.0;654315.4818999991;6858938.0999
48.43050481759946, 2.752998384995991;"{""coordinates"": [2.752998384995991, 48.43050481759946], ""type"": ""Point""}";57.0;Vulaines-sur-Seine-Samoreau;Vulaines-sur-Seine-Samoreau;61630.0;Vulaines-sur-Seine - Samoreau;47136.0;Vulaines-sur-Seine - Samoreau;A01845;C01731;TRAIN R;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;681728.4161000028;6814497.842099998
48.47552306876677, 2.692033263941142;"{""coordinates"": [2.692033263941142, 48.47552306876677], ""type"": ""Point""}";58.0;Bois-le-Roi;Bois-le-Roi;61727.0;Bois-le-Roi;47654.0;Bois-le-Roi;A01845;C01731;TRAIN R;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;677238.1476999968;6819517.767200001
48.854251701672645, 2.1321324452660804;"{""coordinates"": [2.13213244526608, 48.854251701672645], ""type"": ""Point""}";145.0;Bougival;Bougival;64301.0;Bougival;47790.0;Bougival;A02176;C01740;TRAIN L;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;636319.7216000035;6861929.124899998
48.64848911255875, 2.4353305288141454;"{""coordinates"": [2.435330528814145, 48.64848911255875], ""type"": ""Point""}";155.0;Grand-Bourg;Grand-Bourg;73627.0;Grand Bourg;45860.0;Grand Bourg;A01842;C01728;RER D;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;658402.9741000012;6838850.244399998
48.700883318125356, 2.3069926058508763;"{""coordinates"": [2.306992605850876, 48.700883318125356], ""type"": ""Point""}";163.0;Chilly-Mazarin;Chilly-Mazarin;62939.0;Chilly-Mazarin;43109.0;Chilly-Mazarin;A01840;C01727;RER C;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;649000.1560999975;6844750.361400001
48.81257171534821, 2.1882598586526067;"{""coordinates"": [2.188259858652607, 48.81257171534821], ""type"": ""Point""}";382.0;Chaville Rive Droite;Chaville Rive Droite;69503.0;Chaville Rive Droite;43241.0;Chaville Rive Droite;A02176;C01740;TRAIN L;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;640390.3103;6857251.058400001
48.904566388980385, 2.3226263683342268;"{""coordinates"": [2.322626368334227, 48.904566388980385], ""type"": ""Point""}";430.0;Saint-Ouen;Saint-Ouen;72126.0;Saint-Ouen;43203.0;Saint-Ouen;A01840 / A01547;C01727 / C01384;RER C / METRO 14;RER / METRO;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP/SNCF;0.0;1.0;650344.9255999997;6867387.010400001
48.743016568981936, 2.295921406897603;"{""coordinates"": [2.295921406897603, 48.743016568981936], ""type"": ""Point""}";302.0;Fontaine-Michalon;Fontaine-Michalon;69647.0;Fontaine Michalon;43124.0;Fontaine Michalon;A01857;C01743;RER B;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;648227.1941;6849441.8358
48.88822016184388, 2.3137324515202717;"{""coordinates"": [2.313732451520272, 48.88822016184388], ""type"": ""Point""}";328.0;Pont-Cardinet;Pont-Cardinet;71475.0;Pont Cardinet;45493.0;Pont Cardinet;A02176 / A01547;C01740 / C01384;TRAIN L / METRO 14;TRAIN / METRO;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP/SNCF;0.0;1.0;649677.173299998;6865575.024099998
48.86546235616314, 2.2721593819194146;"{""coordinates"": [2.272159381919415, 48.86546235616314], ""type"": ""Point""}";333.0;Avenue Henri Martin;Avenue Henri Martin;71286.0;Avenue Henri Martin;45447.0;Avenue Henri Martin;A01840;C01727;RER C;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;646605.4494000003;6863071.827799998
48.85697199492771, 2.2747933246088805;"{""coordinates"": [2.274793324608881, 48.85697199492771], ""type"": ""Point""}";334.0;Boulainvilliers;Boulainvilliers;71229.0;Boulainvilliers;45453.0;Boulainvilliers;A01840;C01727;RER C;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;646790.0;6862126.0
48.93332605821494, 2.307731818986234;"{""coordinates"": [2.307731818986234, 48.93332605821494], ""type"": ""Point""}";428.0;Gennevilliers;Gennevilliers;72303.0;Gennevilliers;43130.0;Gennevilliers;A01840 / A01191;C01727 / C01389;RER C / TRAM 1;RER / TRAMWAY;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;SNCF;0.0;1.0;649281.1415999979;6870594.4701999985
48.83059547531832, 2.2640696502505677;"{""coordinates"": [2.264069650250568, 48.83059547531832], ""type"": ""Point""}";317.0;Issy-Val-de-Seine;Issy-Val-de-Seine;71016.0;Issy Val de Seine;462357.0;Issy Val de Seine;A01840 / A01192;C01727 / C01390;RER C / TRAM 2;RER / TRAMWAY;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;RATP/SNCF;0.0;1.0;645975.868900001;6859200.503400002
48.87533684119576, 2.2901275088247006;"{""coordinates"": [2.290127508824701, 48.87533684119576], ""type"": ""Point""}";101071.0;Argentine;Argentine;71348.0;Argentine;42213.0;Argentine;A01534;C01371;METRO 1;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;647933.4302000031;6864157.7905
48.8690911620042, 2.3805425859893425;"{""coordinates"": [2.380542585989343, 48.8690911620042], ""type"": ""Point""}";102045.0;Couronnes;Couronnes;71834.0;Couronnes;42772.0;Couronnes;A01535;C01372;METRO 2;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;654559.4535999969;6863407.4921
48.888706018854414, 2.2880836330485037;"{""coordinates"": [2.288083633048504, 48.888706018854414], ""type"": ""Point""}";103077.0;Louise Michel;Louise Michel;73667.0;Louise Michel;51613.0;Louise Michel;A01536;C01373;METRO 3;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;647796.9263999984;6865645.6998
48.892082785054065, 2.285009502746195;"{""coordinates"": [2.285009502746195, 48.892082785054065], ""type"": ""Point""}";103079.0;Anatole France;Anatole France;71519.0;Anatole France;42195.0;Anatole France;A01536;C01373;METRO 3;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;647574.9140999988;6866023.212200001
48.89434384792168, 2.3474307799602054;"{""coordinates"": [2.347430779960205, 48.89434384792168], ""type"": ""Point""}";104031.0;Simplon;Simplon;71556.0;Simplon;44833.0;Simplon;A01537;C01374;METRO 4;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;652153.7839000002;6866234.9969
48.8662351320796, 2.352549304398545;"{""coordinates"": [2.352549304398545, 48.8662351320796], ""type"": ""Point""}";104047.0;Réaumur Sébastopol;Réaumur Sébastopol;73636.0;Réaumur Sébastopol;44600.0;Réaumur Sébastopol;A01536 / A01537;C01373 / C01374;METRO 3 / METRO 4;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;652503.436300002;6863106.396600001
48.828188475392636, 2.3271646496078238;"{""coordinates"": [2.327164649607824, 48.828188475392636], ""type"": ""Point""}";104077.0;Alésia;Alésia;71030.0;Alésia;42175.0;Alésia;A01537;C01374;METRO 4;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;650605.2307000011;6858891.5557
48.870396388304066, 2.361400210432777;"{""coordinates"": [2.361400210432777, 48.870396388304066], ""type"": ""Point""}";105061.0;Jacques Bonsergent;Jacques Bonsergent;71322.0;Jacques Bonsergent;43417.0;Jacques Bonsergent;A01538;C01375;METRO 5;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;653156.4609000012;6863563.809799999
48.83842729514012, 2.360967166347492;"{""coordinates"": [2.360967166347492, 48.83842729514012], ""type"": ""Point""}";105077.0;Saint-Marcel;Saint-Marcel;71092.0;Saint-Marcel;44875.0;Saint-Marcel;A01538;C01375;METRO 5;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;653095.9280999973;6860009.386399999
48.84074501430605, 2.2285369815049427;"{""coordinates"": [2.228536981504943, 48.84074501430605], ""type"": ""Point""}";110023.0;Boulogne - Pont de Saint-Cloud;Boulogne - Pont de Saint-Cloud;70721.0;Boulogne Pont de Saint-Cloud / Rhin et Danube;42381.0;Boulogne Pont de Saint-Cloud - Albert Kahn;A01543;C01380;METRO 10;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;1;0;0;0;RATP;0.0;1.0;643378.5474999994;6860353.903900001
48.8471310072754, 2.272763753316159;"{""coordinates"": [2.272763753316159, 48.8471310072754], ""type"": ""Point""}";110039.0;Mirabeau;Mirabeau;71162.0;Mirabeau;45430.0;Mirabeau;A01543;C01380;METRO 10;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;646631.0121999979;6861033.151700001
48.84653463581035, 2.285999222059007;"{""coordinates"": [2.285999222059007, 48.84653463581035], ""type"": ""Point""}";110043.0;Charles Michels;Charles Michels;71156.0;Charles Michels;42557.0;Charles Michels;A01543;C01380;METRO 10;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;647601.6845000014;6860957.977299999
48.84699703041569, 2.2950191304763625;"{""coordinates"": [2.295019130476363, 48.84699703041569], ""type"": ""Point""}";110045.0;Avenue Émile Zola;Avenue Émile Zola;71158.0;Avenue Émile Zola;42265.0;Avenue Émile Zola;A01543;C01380;METRO 10;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;648264.0691;6861003.443100002
48.847066132231625, 2.30740224061964;"{""coordinates"": [2.30740224061964, 48.847066132231625], ""type"": ""Point""}";110049.0;Ségur;Ségur;71157.0;Ségur;51612.0;Ségur;A01543;C01380;METRO 10;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;649172.863499999;6861003.084399998
48.84881637154946, 2.32125786290546;"{""coordinates"": [2.32125786290546, 48.84881637154946], ""type"": ""Point""}";110053.0;Vaneau;Vaneau;71170.0;Vaneau;45116.0;Vaneau;A01543;C01380;METRO 10;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;650191.3228999972;6861188.864100002
48.84665685032922, 2.3516232563785127;"{""coordinates"": [2.351623256378513, 48.84665685032922], ""type"": ""Point""}";110063.0;Cardinal Lemoine;Cardinal Lemoine;71153.0;Cardinal Lemoine;42435.0;Cardinal Lemoine;A01543;C01380;METRO 10;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;652417.6278999969;6860930.020399999
48.876806388299045, 2.393056093323957;"{""coordinates"": [2.393056093323957, 48.876806388299045], ""type"": ""Point""}";111039.0;Place des Fêtes;Place des Fêtes;71885.0;Place des Fêtes;44396.0;Place des Fêtes;A01550 / A01544;C01387 / C01381;METRO 7bis / METRO 11;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;655483.9628999978;6864258.245700002
48.86995751178222, 2.3710948397312004;"{""coordinates"": [2.3710948397312, 48.86995751178222], ""type"": ""Point""}";111047.0;Goncourt;Goncourt;71840.0;Goncourt;43298.0;Goncourt;A01544;C01381;METRO 11;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;653867.1921999976;6863509.302299999
48.839516584473685, 2.3011075148799884;"{""coordinates"": [2.301107514879988, 48.839516584473685], ""type"": ""Point""}";112039.0;Vaugirard;Vaugirard;71091.0;Vaugirard;44995.0;Vaugirard;A01545;C01382;METRO 12;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;648703.4993999973;6860167.725499999
48.858499122795564, 2.323167611246744;"{""coordinates"": [2.323167611246744, 48.858499122795564], ""type"": ""Point""}";112057.0;Solférino;Solférino;71270.0;Solférino;44840.0;Solférino;A01545;C01382;METRO 12;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;650340.6926999986;6862264.292399999
48.87604749508463, 2.3374958445337644;"{""coordinates"": [2.337495844533764, 48.87604749508463], ""type"": ""Point""}";112069.0;Notre-Dame-de-Lorette;Notre-Dame-de-Lorette;71350.0;Notre-Dame-de-Lorette;44210.0;Notre-Dame-de-Lorette;A01545;C01382;METRO 12;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;651408.3042000011;6864206.6184
48.889674074786264, 2.3387606532332548;"{""coordinates"": [2.338760653233255, 48.889674074786264], ""type"": ""Point""}";112077.0;Lamarck-Caulaincourt;Lamarck-Caulaincourt;71492.0;Lamarck Caulaincourt;43600.0;Lamarck Caulaincourt;A01545;C01382;METRO 12;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;651513.7586999983;6865721.031399999
48.89048545472513, 2.3599957663835673;"{""coordinates"": [2.359995766383567, 48.89048545472513], ""type"": ""Point""}";112083.0;Marx Dormoy;Marx Dormoy;71510.0;Marx Dormoy;44113.0;Marx Dormoy;A01545;C01382;METRO 12;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;653071.547799997;6865798.422699999
48.903233677865906, 2.306010915009083;"{""coordinates"": [2.306010915009083, 48.903233677865906], ""type"": ""Point""}";113073.0;Mairie de Clichy;Mairie de Clichy;72118.0;Mairie de Clichy;44012.0;Mairie de Clichy;A01546;C01383;METRO 13;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;649125.6533999965;6867249.3955999985
48.833338558330794, 2.386632402066985;"{""coordinates"": [2.386632402066985, 48.833338558330794], ""type"": ""Point""}";114001.0;Cour Saint-Émilion;Cour Saint-Émilion;71576.0;Cour Saint-Emilion;45234.0;Cour Saint-Emilion;A01547;C01384;METRO 14;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;654975.2848000005;6859428.6327
48.81530753117865, 2.2970777969608616;"{""coordinates"": [2.297077796960862, 48.81530753117865], ""type"": ""Point""}";114035.0;Malakoff - Rue Étienne Dolet;Malakoff - Rue Étienne Dolet;70562.0;Malakoff - Étienne Dolet;44069.0;Malakoff Rue Étienne Dolet;A01546;C01383;METRO 13;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;648383.7761000022;6857478.6019
48.85687137832836, 2.315056637317088;"{""coordinates"": [2.315056637317088, 48.85687137832836], ""type"": ""Point""}";114053.0;Varenne;Varenne;71232.0;Varenne;45131.0;Varenne;A01546;C01383;METRO 13;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;649744.0340000018;6862088.433499999
48.87963475973605, 2.3270222008895023;"{""coordinates"": [2.327022200889502, 48.87963475973605], ""type"": ""Point""}";114063.0;Liège;Liège;71382.0;Liège;43814.0;Liège;A01546;C01383;METRO 13;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;650643.5276999995;6864611.993700001
48.87210144121076, 2.4045149423791043;"{""coordinates"": [2.404514942379104, 48.87210144121076], ""type"": ""Point""}";116033.0;Saint-Fargeau;Saint-Fargeau;71860.0;Saint-Fargeau;44864.0;Saint-Fargeau;A01549;C01386;METRO 3bis;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;656320.4456999972;6863728.6864
48.868440162354695, 2.4015617127425424;"{""coordinates"": [2.401561712742542, 48.868440162354695], ""type"": ""Point""}";116035.0;Pelleport;Pelleport;71828.0;Pelleport;45630.0;Pelleport;A01549;C01386;METRO 3bis;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;656100.7414000034;6863323.2148
48.88066746252831, 2.3744959648969295;"{""coordinates"": [2.374495964896929, 48.88066746252831], ""type"": ""Point""}";117037.0;Bolivar;Bolivar;71920.0;Bolivar;58767.0;Bolivar;A01550;C01387;METRO 7bis;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;654126.1074000001;6864698.1965
48.83099530038351, 2.3558348979655523;"{""coordinates"": [2.355834897965552, 48.83099530038351], ""type"": ""Point""}";105081.0;Place d'Italie;Place d'Italie;71033.0;Place d'Italie - Italie 2;44371.0;Place d'Italie;A01538 / A01539 / A01540;C01375 / C01376 / C01377;METRO 5 / METRO 6 / METRO 7;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;1;0;0;0;RATP;0.0;1.0;652712.4940000027;6859186.0901999995
48.837045119237075, 2.372825724542572;"{""coordinates"": [2.372825724542572, 48.837045119237075], ""type"": ""Point""}";106043.0;Quai de la Gare;Quai de la Gare;71597.0;Quai de la Gare;44582.0;Quai de la Gare;A01539;C01376;METRO 6;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;RATP;0.0;1.0;653965.0896999985;6859848.724100001
